date,country,countryCode,province,city,confirmed,suspected,cured,dead
2020-01-26,中国,CN,Hubei Province,Xiaogan,100,0,0,1
2020-01-26,中国,CN,Hubei Province,Jingzhou,47,0,0,2
2020-01-26,中国,CN,Hubei Province,Huanggang,154,0,2,4
2020-01-26,中国,CN,Hubei Province,Xianning,64,0,0,0
2020-01-26,中国,CN,Hubei Province,Suizhou,52,0,0,0
2020-01-26,中国,CN,Hubei Province,Xiantao,12,0,0,0
2020-01-26,中国,CN,Hubei Province,Qianjiang,5,0,0,1
2020-01-26,中国,CN,Hubei Province,Tianmen,13,0,0,0
2020-01-26,中国,CN,Hunan Province,,100,0,0,0
2020-01-26,中国,CN,Hunan Province,Changsha,22,0,0,0
2020-01-26,中国,CN,Hunan Province,Zhuzhou,5,0,0,0
2020-01-26,中国,CN,Hunan Province,Xiangtan,4,0,0,0
2020-01-26,中国,CN,Hunan Province,Hengyang,4,0,0,0
2020-01-26,中国,CN,Hunan Province,Shaoyang,8,0,0,0
2020-01-26,中国,CN,Hunan Province,Yueyang,7,0,0,0
2020-01-26,中国,CN,Hunan Province,Changde,12,0,0,0
2020-01-26,中国,CN,Hunan Province,Yiyang,7,0,0,0
2020-01-26,中国,CN,Hunan Province,Chenzhou,6,0,0,0
2020-01-26,中国,CN,Hunan Province,Yongzhou,4,0,0,0
2020-01-26,中国,CN,Hunan Province,Huaihua,11,0,0,0
2020-01-26,中国,CN,Hunan Province,Loudi,7,0,0,0
2020-01-26,中国,CN,Guangdong Province,,146,0,2,0
2020-01-26,中国,CN,Guangdong Province,Canton,39,0,0,0
2020-01-26,中国,CN,Guangdong Province,Shaoguan,4,0,0,0
2020-01-26,中国,CN,Guangdong Province,Shenzhen,36,0,2,0
2020-01-26,中国,CN,Guangdong Province,Zhuhai,12,0,0,0
2020-01-26,中国,CN,Guangdong Province,Shantou,2,0,0,0
2020-01-26,中国,CN,Guangdong Province,Foshan,14,0,0,0
2020-01-26,中国,CN,Guangdong Province,Zhanjiang,5,0,0,0
2020-01-26,中国,CN,Guangdong Province,Zhaoqing,4,0,0,0
2020-01-26,中国,CN,Guangdong Province,Huizhou,8,0,0,0
2020-01-26,中国,CN,Guangdong Province,Meizhou,1,0,0,0
2020-01-26,中国,CN,Guangdong Province,Shanwei,1,0,0,0
2020-01-26,中国,CN,Guangdong Province,Yangjiang,8,0,0,0
2020-01-26,中国,CN,Guangdong Province,Qingyuan,3,0,0,0
2020-01-26,中国,CN,Guangdong Province,Dongguan,2,0,0,0
2020-01-26,中国,CN,Guangdong Province,Zhongshan,4,0,0,0
2020-01-26,中国,CN,Guangdong Province,Jieyang,3,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,,46,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,Nanning,5,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,Liuzhou,6,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,Guilin,14,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,Wuzhou,2,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,North Sea,9,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,Fangchenggang,3,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,Yulin,2,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,Baise,2,0,0,0
2020-01-26,中国,CN,Guangxi Zhuang Autonomous Region,Hechi,3,0,0,0
2020-01-26,中国,CN,Hainan,,31,0,0,1
2020-01-26,中国,CN,Hainan,Seaport,6,0,0,0
2020-01-26,中国,CN,Hainan,Sanya,10,0,0,0
2020-01-26,中国,CN,Hainan,Danzhou,4,0,0,0
2020-01-26,中国,CN,Hainan,Wanning,7,0,0,0
2020-01-26,中国,CN,Chongqing,,110,0,0,0
2020-01-26,中国,CN,Sichuan Province,,69,0,0,0
2020-01-26,中国,CN,Sichuan Province,Chengdu,33,0,0,0
2020-01-26,中国,CN,Sichuan Province,Zigong,2,0,0,0
2020-01-26,中国,CN,Sichuan Province,Luzhou,3,0,0,0
2020-01-26,中国,CN,Sichuan Province,Deyang,1,0,0,0
2020-01-26,中国,CN,Sichuan Province,Mianyang,7,0,0,0
2020-01-26,中国,CN,Sichuan Province,Suining,2,0,0,0
2020-01-26,中国,CN,Sichuan Province,Neijiang,1,0,0,0
2020-01-26,中国,CN,Sichuan Province,Leshan,1,0,0,0
2020-01-26,中国,CN,Sichuan Province,Nanchong,2,0,0,0
2020-01-26,中国,CN,Sichuan Province,Yibin,1,0,0,0
2020-01-26,中国,CN,Sichuan Province,Guang'an,6,0,0,0
2020-01-26,中国,CN,Sichuan Province,Florida,3,0,0,0
2020-01-26,中国,CN,Sichuan Province,Ya'an,1,0,0,0
2020-01-26,中国,CN,Sichuan Province,Ziyang,2,0,0,0
2020-01-26,中国,CN,Guizhou Province,,7,3,0,0
2020-01-26,中国,CN,Guizhou Province,Guiyang,1,1,0,0
2020-01-26,中国,CN,Guizhou Province,Liupanshui,1,0,0,0
2020-01-26,中国,CN,Guizhou Province,Tongren,2,0,0,0
2020-01-26,中国,CN,Yunnan Province,,19,36,0,0
2020-01-26,中国,CN,Yunnan Province,Kunming,7,0,0,0
2020-01-26,中国,CN,Yunnan Province,Qujing,1,0,0,0
2020-01-26,中国,CN,Yunnan Province,Yuxi,1,0,0,0
2020-01-26,中国,CN,Yunnan Province,Baoshan,2,0,0,0
2020-01-26,中国,CN,Yunnan Province,Zhaotong,1,0,0,0
2020-01-26,中国,CN,Yunnan Province,Lijiang,2,0,0,0
2020-01-26,中国,CN,Shaanxi Province,,35,0,0,0
2020-01-26,中国,CN,Shaanxi Province,Xi'an,12,0,0,0
2020-01-26,中国,CN,Shaanxi Province,Tongchuan,5,0,0,0
2020-01-26,中国,CN,Shaanxi Province,Xianyang,4,0,0,0
2020-01-26,中国,CN,Shaanxi Province,Weinan,1,0,0,0
2020-01-26,中国,CN,Shaanxi Province,Yan'an,2,0,0,0
2020-01-26,中国,CN,Shaanxi Province,Hanzhong,3,0,0,0
2020-01-26,中国,CN,Shaanxi Province,Good health,7,0,0,0
2020-01-26,中国,CN,Shaanxi Province,Shangluo,1,0,0,0
2020-01-26,中国,CN,Gansu province,,14,0,0,0
2020-01-26,中国,CN,Gansu province,Lanzhou,8,0,0,0
2020-01-26,中国,CN,Gansu province,silver,1,0,0,0
2020-01-26,中国,CN,Gansu province,Zhangye,1,0,0,0
2020-01-26,中国,CN,Gansu province,Dingxi,1,0,0,0
2020-01-26,中国,CN,Gansu province,Longnan,1,0,0,0
2020-01-26,中国,CN,Qinghai Province,,4,0,0,0
2020-01-26,中国,CN,Qinghai Province,Xining,4,0,0,0
2020-01-26,中国,CN,Ningxia Hui Autonomous Region,,7,0,0,0
2020-01-26,中国,CN,Ningxia Hui Autonomous Region,Yinchuan,5,0,0,0
2020-01-26,中国,CN,Ningxia Hui Autonomous Region,Guyuan,1,0,0,0
2020-01-26,中国,CN,Ningxia Hui Autonomous Region,Zhongwei,1,0,0,0
2020-01-26,中国,CN,Xinjiang Uygur Autonomous Region,,5,0,0,0
2020-01-26,中国,CN,Xinjiang Uygur Autonomous Region,Urumqi,4,0,0,0
2020-01-26,中国,CN,Taiwan,,4,0,0,0
2020-01-26,中国,CN,Hongkong,,8,0,0,0
2020-01-26,中国,CN,Macao,,5,0,0,0
2020-01-26,法国,FR,,,3,0,0,0
2020-01-26,日本,JP,,,3,0,0,0
2020-01-26,韩国,KR,,,3,0,0,0
2020-01-26,马来西亚,MY,,,3,0,0,0
2020-01-26,尼泊尔,NP,,,1,0,0,0
2020-01-26,新加坡,SG,,,4,0,0,0
2020-01-26,泰国,TH,,,7,0,0,0
2020-01-26,美国,US,,,3,0,0,0
2020-01-26,越南,VN,,,2,0,0,0
2020-01-27,澳大利亚,AU,,,5,0,0,0
2020-01-27,加拿大,CA,,,1,0,0,0
2020-01-27,中国,CN,,,4515,6973,60,106
2020-01-27,中国,CN,Beijing,,80,0,2,1
2020-01-27,中国,CN,Tianjin,,23,0,0,0
2020-01-27,中国,CN,Hebei Province,,33,54,0,1
2020-01-27,中国,CN,Hebei Province,Shijiazhuang,9,24,0,0
2020-01-27,中国,CN,Hebei Province,Tangshan,1,2,0,0
2020-01-27,中国,CN,Hebei Province,Handan,4,0,0,0
2020-01-27,中国,CN,Hebei Province,Xingtai,2,1,0,0
2020-01-27,中国,CN,Hebei Province,Baoding,3,3,0,0
2020-01-27,中国,CN,Hebei Province,Zhangjiakou,0,3,0,0
2020-01-27,中国,CN,Hebei Province,Chengde,1,0,0,0
2020-01-27,中国,CN,Hebei Province,Cangzhou,5,3,0,1
2020-01-27,中国,CN,Hebei Province,Langfang,6,1,0,0
2020-01-27,中国,CN,Hebei Province,Hengshui,2,1,0,0
2020-01-27,中国,CN,Shanxi Province,,20,0,0,0
2020-01-27,中国,CN,Shanxi Province,Taiyuan,3,0,0,0
2020-01-27,中国,CN,Shanxi Province,Datong,1,0,0,0
2020-01-27,中国,CN,Shanxi Province,Yangquan,1,0,0,0
2020-01-27,中国,CN,Shanxi Province,Changzhi,1,0,0,0
2020-01-27,中国,CN,Shanxi Province,Shuozhou,2,0,0,0
2020-01-27,中国,CN,Shanxi Province,Jinzhong,5,0,0,0
2020-01-27,中国,CN,Shanxi Province,Yuncheng,3,0,0,0
2020-01-27,中国,CN,Shanxi Province,Linfen,1,0,0,0
2020-01-27,中国,CN,Shanxi Province,Luliang,3,0,0,0
2020-01-27,中国,CN,Inner Mongolia Autonomous Region,,13,2,0,0
2020-01-27,中国,CN,Inner Mongolia Autonomous Region,Baotou,3,0,0,0
2020-01-27,中国,CN,Inner Mongolia Autonomous Region,Chifeng,2,0,0,0
2020-01-27,中国,CN,Inner Mongolia Autonomous Region,Tongliao,1,0,0,0
2020-01-27,中国,CN,Inner Mongolia Autonomous Region,Erdos,2,0,0,0
2020-01-27,中国,CN,Inner Mongolia Autonomous Region,Hulunbeier,2,1,0,0
2020-01-27,中国,CN,Liaoning Province,,27,0,0,0
2020-01-27,中国,CN,Liaoning Province,Shenyang,7,0,0,0
2020-01-27,中国,CN,Liaoning Province,Dalian,5,0,0,0
2020-01-27,中国,CN,Liaoning Province,Benxi,2,0,0,0
2020-01-27,中国,CN,Liaoning Province,Dandong,4,0,0,0
2020-01-27,中国,CN,Liaoning Province,Yingkou,1,0,0,0
2020-01-27,中国,CN,Liaoning Province,Panjin,2,0,0,0
2020-01-27,中国,CN,Liaoning Province,Tieling,2,0,0,0
2020-01-27,中国,CN,Liaoning Province,Sunny,2,0,0,0
2020-01-27,中国,CN,Liaoning Province,Huludao,2,0,0,0
2020-01-27,中国,CN,Jilin Province,,8,0,0,0
2020-01-27,中国,CN,Jilin Province,Changchun,1,0,0,0
2020-01-27,中国,CN,Jilin Province,Jilin,3,0,0,0
2020-01-27,中国,CN,Jilin Province,Siping,1,0,0,0
2020-01-27,中国,CN,Jilin Province,Gongzhuling,1,0,0,0
2020-01-27,中国,CN,Jilin Province,Matsubara,2,0,0,0
2020-01-27,中国,CN,Heilongjiang Province,,30,67,0,1
2020-01-27,中国,CN,Heilongjiang Province,Harbin,10,0,0,0
2020-01-27,中国,CN,Heilongjiang Province,Qiqihar,2,0,0,0
2020-01-27,中国,CN,Heilongjiang Province,Shuangyashan,1,0,0,0
2020-01-27,中国,CN,Heilongjiang Province,Daqing,5,0,0,0
2020-01-27,中国,CN,Heilongjiang Province,Jiamusi,1,0,0,0
2020-01-27,中国,CN,Heilongjiang Province,Qitaihe,2,0,0,0
2020-01-27,中国,CN,Heilongjiang Province,Mudanjiang,1,0,0,0
2020-01-27,中国,CN,Heilongjiang Province,Suihua,8,0,0,1
2020-01-27,中国,CN,Shanghai,,66,129,3,1
2020-01-27,中国,CN,Jiangsu Province,,70,0,1,0
2020-01-27,中国,CN,Jiangsu Province,Nanjing,10,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Wuxi,6,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Xuzhou,8,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Changzhou,8,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Suzhou,12,0,1,0
2020-01-27,中国,CN,Jiangsu Province,Nantong,6,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Lianyungang,3,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Huaian,2,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Yancheng,1,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Yangzhou,5,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Zhenjiang,2,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Taizhou,4,0,0,0
2020-01-27,中国,CN,Jiangsu Province,Suqian,3,0,0,0
2020-01-27,中国,CN,Zhejiang Province,,173,0,1,0
2020-01-27,中国,CN,Zhejiang Province,Hangzhou,32,0,0,0
2020-01-27,中国,CN,Zhejiang Province,Ningbo,17,0,0,0
2020-01-27,中国,CN,Zhejiang Province,Wenzhou,60,0,1,0
2020-01-27,中国,CN,Zhejiang Province,Jiaxing,11,0,0,0
2020-01-27,中国,CN,Zhejiang Province,Huzhou,3,0,0,0
2020-01-27,中国,CN,Zhejiang Province,Shaoxing,7,0,0,0
2020-01-27,中国,CN,Zhejiang Province,Jinhua,7,0,0,0
2020-01-27,中国,CN,Zhejiang Province,Quzhou,5,0,0,0
2020-01-27,中国,CN,Zhejiang Province,Zhoushan,4,0,0,0
2020-01-27,中国,CN,Zhejiang Province,Taizhou,22,0,0,0
2020-01-27,中国,CN,Zhejiang Province,Lishui,5,0,0,0
2020-01-27,中国,CN,Anhui Province,,106,38,0,0
2020-01-27,中国,CN,Anhui Province,Hefei,16,11,0,0
2020-01-27,中国,CN,Anhui Province,Wuhu,9,2,0,0
2020-01-27,中国,CN,Anhui Province,Bengbu,3,1,0,0
2020-01-27,中国,CN,Anhui Province,Huainan,2,3,0,0
2020-01-27,中国,CN,Anhui Province,Ma'anshan,10,1,0,0
2020-01-27,中国,CN,Anhui Province,Huaibei,2,0,0,0
2020-01-27,中国,CN,Anhui Province,Tongling,9,0,0,0
2020-01-27,中国,CN,Anhui Province,Anqing,8,5,0,0
2020-01-27,中国,CN,Anhui Province,Huangshan,4,0,0,0
2020-01-27,中国,CN,Anhui Province,Chuzhou,4,0,0,0
2020-01-27,中国,CN,Anhui Province,Fuyang,21,0,0,0
2020-01-27,中国,CN,Anhui Province,Suzhou,3,4,0,0
2020-01-27,中国,CN,Anhui Province,Lu'an,4,6,0,0
2020-01-27,中国,CN,Anhui Province,Bozhou,8,3,0,0
2020-01-27,中国,CN,Anhui Province,Chizhou,1,0,0,0
2020-01-27,中国,CN,Anhui Province,Xuancheng,2,0,0,0
2020-01-27,中国,CN,Fujian Province,,59,46,0,0
2020-01-27,中国,CN,Fujian Province,Fuzhou,18,19,0,0
2020-01-27,中国,CN,Fujian Province,Xiamen,4,3,0,0
2020-01-27,中国,CN,Fujian Province,Putian,10,3,0,0
2020-01-27,中国,CN,Fujian Province,Sanming,4,8,0,0
2020-01-27,中国,CN,Fujian Province,Quanzhou,10,6,0,0
2020-01-27,中国,CN,Fujian Province,Zhangzhou,5,1,0,0
2020-01-27,中国,CN,Fujian Province,Nanping,2,2,0,0
2020-01-27,中国,CN,Fujian Province,Longyan,0,3,0,0
2020-01-27,中国,CN,Fujian Province,Ningde,6,1,0,0
2020-01-27,中国,CN,Jiangxi,,72,0,0,0
2020-01-27,中国,CN,Jiangxi,Nanchang,17,0,0,0
2020-01-27,中国,CN,Jiangxi,Jingdezhen,2,0,0,0
2020-01-27,中国,CN,Jiangxi,Pingxiang,2,0,0,0
2020-01-27,中国,CN,Jiangxi,Jiujiang,9,0,0,0
2020-01-27,中国,CN,Jiangxi,Xinyu,3,0,0,0
2020-01-27,中国,CN,Jiangxi,Yingtan,1,0,0,0
2020-01-27,中国,CN,Jiangxi,Ganzhou,10,0,0,0
2020-01-27,中国,CN,Jiangxi,Ji'an,3,0,0,0
2020-01-27,中国,CN,Jiangxi,Yichun,10,0,0,0
2020-01-27,中国,CN,Jiangxi,Fuzhou,8,0,0,0
2020-01-27,中国,CN,Jiangxi,Shangrao,7,0,0,0
2020-01-27,中国,CN,Shandong Province,,63,42,0,0
2020-01-27,中国,CN,Shandong Province,Jinan,10,0,0,0
2020-01-27,中国,CN,Shandong Province,Qingdao,13,19,0,0
2020-01-27,中国,CN,Shandong Province,Zibo,2,0,0,0
2020-01-27,中国,CN,Shandong Province,Zaozhuang,2,4,0,0
2020-01-27,中国,CN,Shandong Province,Yantai,8,0,0,0
2020-01-27,中国,CN,Shandong Province,Weifang,3,0,0,0
2020-01-27,中国,CN,Shandong Province,Jining,5,0,0,0
2020-01-27,中国,CN,Shandong Province,Tai'an,1,0,0,0
2020-01-27,中国,CN,Shandong Province,Weihai,10,4,0,0
2020-01-27,中国,CN,Shandong Province,sunshine,6,0,0,0
2020-01-27,中国,CN,Shandong Province,Linyi,8,1,0,0
2020-01-27,中国,CN,Shandong Province,Texas,8,4,0,0
2020-01-27,中国,CN,Shandong Province,Liaocheng,3,2,0,0
2020-01-27,中国,CN,Shandong Province,Binzhou,4,3,0,0
2020-01-27,中国,CN,Shandong Province,Heze,4,5,0,0
2020-01-27,中国,CN,Henan Province,,168,100,0,1
2020-01-27,中国,CN,Henan Province,Zhengzhou,37,0,0,0
2020-01-27,中国,CN,Henan Province,Kaifeng,2,0,0,0
2020-01-27,中国,CN,Henan Province,Luoyang,2,0,0,0
2020-01-27,中国,CN,Henan Province,Pingdingshan,5,0,0,0
2020-01-27,中国,CN,Henan Province,Anyang,11,0,0,0
2020-01-27,中国,CN,Henan Province,Hebi,2,0,0,0
2020-01-27,中国,CN,Henan Province,Xinxiang,6,0,0,0
2020-01-27,中国,CN,Henan Province,Jiaozuo,2,0,0,0
2020-01-27,中国,CN,Henan Province,Xuchang,2,0,0,0
2020-01-27,中国,CN,Henan Province,Luohe,9,0,0,0
2020-01-27,中国,CN,Henan Province,Sanmenxia,3,0,0,0
2020-01-27,中国,CN,Henan Province,Nanyang,26,0,0,1
2020-01-27,中国,CN,Henan Province,Shangqiu,7,0,0,0
2020-01-27,中国,CN,Henan Province,Xinyang,29,0,0,0
2020-01-27,中国,CN,Henan Province,Zhoukou,15,0,0,0
2020-01-27,中国,CN,Henan Province,Zhumadian,10,0,0,0
2020-01-27,中国,CN,Hubei Province,,2714,0,47,100
2020-01-27,中国,CN,Hubei Province,Wuhan,1590,0,0,85
2020-01-27,中国,CN,Hubei Province,Yellowstone,53,0,0,1
2020-01-27,中国,CN,Hubei Province,Shiyan,65,0,0,0
2020-01-27,中国,CN,Hubei Province,Yichang,51,0,0,1
2020-01-27,中国,CN,Hubei Province,Xiangyang,70,0,0,0
2020-01-27,中国,CN,Hubei Province,Ezhou,57,0,0,0
2020-01-27,中国,CN,Hubei Province,Jingmen,114,0,0,3
2020-01-27,中国,CN,Hubei Province,Xiaogan,173,0,0,1
2020-01-27,中国,CN,Hubei Province,Jingzhou,71,0,0,2
2020-01-27,中国,CN,Hubei Province,Huanggang,213,0,0,4
2020-01-27,中国,CN,Hubei Province,Xianning,91,0,0,0
2020-01-27,中国,CN,Hubei Province,Suizhou,70,0,0,0
2020-01-27,中国,CN,Hubei Province,Xiantao,27,0,0,0
2020-01-27,中国,CN,Hubei Province,Qianjiang,7,0,0,1
2020-01-27,中国,CN,Hubei Province,Tianmen,23,0,0,2
2020-01-27,中国,CN,Hunan Province,,143,0,0,0
2020-01-27,中国,CN,Hunan Province,Changsha,24,0,0,0
2020-01-27,中国,CN,Hunan Province,Zhuzhou,7,0,0,0
2020-01-27,中国,CN,Hunan Province,Xiangtan,6,0,0,0
2020-01-27,中国,CN,Hunan Province,Hengyang,7,0,0,0
2020-01-27,中国,CN,Hunan Province,Shaoyang,11,0,0,0
2020-01-27,中国,CN,Hunan Province,Yueyang,17,0,0,0
2020-01-27,中国,CN,Hunan Province,Changde,19,0,0,0
2020-01-27,中国,CN,Hunan Province,Yiyang,10,0,0,0
2020-01-27,中国,CN,Hunan Province,Chenzhou,7,0,0,0
2020-01-27,中国,CN,Hunan Province,Yongzhou,7,0,0,0
2020-01-27,中国,CN,Hunan Province,Huaihua,16,0,0,0
2020-01-27,中国,CN,Hunan Province,Loudi,9,0,0,0
2020-01-27,中国,CN,Guangdong Province,,188,0,4,0
2020-01-27,中国,CN,Guangdong Province,Canton,51,0,0,0
2020-01-27,中国,CN,Guangdong Province,Shaoguan,4,0,0,0
2020-01-27,中国,CN,Guangdong Province,Shenzhen,49,0,2,0
2020-01-27,中国,CN,Guangdong Province,Zhuhai,12,0,0,0
2020-01-27,中国,CN,Guangdong Province,Shantou,5,0,0,0
2020-01-27,中国,CN,Guangdong Province,Foshan,18,0,0,0
2020-01-27,中国,CN,Guangdong Province,Zhanjiang,5,0,0,0
2020-01-27,中国,CN,Guangdong Province,Zhaoqing,4,0,0,0
2020-01-27,中国,CN,Guangdong Province,Huizhou,11,0,0,0
2020-01-27,中国,CN,Guangdong Province,Meizhou,3,0,0,0
2020-01-27,中国,CN,Guangdong Province,Shanwei,1,0,0,0
2020-01-27,中国,CN,Guangdong Province,Yangjiang,8,0,0,0
2020-01-27,中国,CN,Guangdong Province,Qingyuan,5,0,0,0
2020-01-27,中国,CN,Guangdong Province,Dongguan,2,0,0,0
2020-01-27,中国,CN,Guangdong Province,Zhongshan,6,0,0,0
2020-01-27,中国,CN,Guangdong Province,Jieyang,4,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,,51,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,Nanning,5,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,Liuzhou,6,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,Guilin,15,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,Wuzhou,4,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,North Sea,11,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,Fangchenggang,3,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,Yulin,2,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,Baise,2,0,0,0
2020-01-27,中国,CN,Guangxi Zhuang Autonomous Region,Hechi,3,0,0,0
2020-01-27,中国,CN,Hainan,,40,0,0,1
2020-01-27,中国,CN,Hainan,Seaport,7,0,0,0
2020-01-27,中国,CN,Hainan,Sanya,14,0,0,0
2020-01-27,中国,CN,Hainan,Danzhou,5,0,0,0
2020-01-27,中国,CN,Hainan,Qionghai,1,0,0,0
2020-01-27,中国,CN,Hainan,Wanning,7,0,0,0
2020-01-27,中国,CN,Hainan,East,1,0,0,0
2020-01-27,中国,CN,Chongqing,,132,0,0,0
2020-01-27,中国,CN,Sichuan Province,,90,0,0,0
2020-01-27,中国,CN,Sichuan Province,Chengdu,37,0,0,0
2020-01-27,中国,CN,Sichuan Province,Zigong,7,0,0,0
2020-01-27,中国,CN,Sichuan Province,Luzhou,4,0,0,0
2020-01-27,中国,CN,Sichuan Province,Deyang,1,0,0,0
2020-01-27,中国,CN,Sichuan Province,Mianyang,8,0,0,0
2020-01-27,中国,CN,Sichuan Province,Suining,3,0,0,0
2020-01-27,中国,CN,Sichuan Province,Neijiang,3,0,0,0
2020-01-27,中国,CN,Sichuan Province,Leshan,2,0,0,0
2020-01-27,中国,CN,Sichuan Province,Nanchong,4,0,0,0
2020-01-27,中国,CN,Sichuan Province,Yibin,1,0,0,0
2020-01-27,中国,CN,Sichuan Province,Guang'an,7,0,0,0
2020-01-27,中国,CN,Sichuan Province,Florida,3,0,0,0
2020-01-27,中国,CN,Sichuan Province,Ya'an,2,0,0,0
2020-01-27,中国,CN,Sichuan Province,Ziyang,2,0,0,0
2020-01-27,中国,CN,Guizhou Province,,9,1,0,0
2020-01-27,中国,CN,Guizhou Province,Guiyang,1,1,0,0
2020-01-27,中国,CN,Guizhou Province,Liupanshui,1,0,0,0
2020-01-27,中国,CN,Guizhou Province,Tongren,2,0,0,0
2020-01-27,中国,CN,Yunnan Province,,44,125,0,0
2020-01-27,中国,CN,Yunnan Province,Kunming,12,0,0,0
2020-01-27,中国,CN,Yunnan Province,Qujing,2,0,0,0
2020-01-27,中国,CN,Yunnan Province,Yuxi,5,0,0,0
2020-01-27,中国,CN,Yunnan Province,Baoshan,4,0,0,0
2020-01-27,中国,CN,Yunnan Province,Zhaotong,2,0,0,0
2020-01-27,中国,CN,Yunnan Province,Lijiang,6,0,0,0
2020-01-27,中国,CN,Shaanxi Province,,46,0,0,0
2020-01-27,中国,CN,Shaanxi Province,Xi'an,15,0,0,0
2020-01-27,中国,CN,Shaanxi Province,Tongchuan,5,0,0,0
2020-01-27,中国,CN,Shaanxi Province,Baoji,3,0,0,0
2020-01-27,中国,CN,Shaanxi Province,Xianyang,4,0,0,0
2020-01-27,中国,CN,Shaanxi Province,Weinan,3,0,0,0
2020-01-27,中国,CN,Shaanxi Province,Yan'an,2,0,0,0
2020-01-27,中国,CN,Shaanxi Province,Hanzhong,4,0,0,0
2020-01-27,中国,CN,Shaanxi Province,Good health,8,0,0,0
2020-01-27,中国,CN,Shaanxi Province,Shangluo,2,0,0,0
2020-01-27,中国,CN,Gansu province,,19,0,0,0
2020-01-27,中国,CN,Gansu province,Lanzhou,11,0,0,0
2020-01-27,中国,CN,Gansu province,Jinchang,1,0,0,0
2020-01-27,中国,CN,Gansu province,silver,1,0,0,0
2020-01-27,中国,CN,Gansu province,Tianshui,1,0,0,0
2020-01-27,中国,CN,Gansu province,Zhangye,1,0,0,0
2020-01-27,中国,CN,Gansu province,Dingxi,1,0,0,0
2020-01-27,中国,CN,Gansu province,Longnan,1,0,0,0
2020-01-27,中国,CN,Qinghai Province,,6,0,0,0
2020-01-27,中国,CN,Qinghai Province,Xining,6,0,0,0
2020-01-27,中国,CN,Ningxia Hui Autonomous Region,,11,0,0,0
2020-01-27,中国,CN,Ningxia Hui Autonomous Region,Yinchuan,7,0,0,0
2020-01-27,中国,CN,Ningxia Hui Autonomous Region,Wuzhong,2,0,0,0
2020-01-27,中国,CN,Ningxia Hui Autonomous Region,Guyuan,1,0,0,0
2020-01-27,中国,CN,Ningxia Hui Autonomous Region,Zhongwei,1,0,0,0
2020-01-27,中国,CN,Xinjiang Uygur Autonomous Region,,10,0,0,0
2020-01-27,中国,CN,Xinjiang Uygur Autonomous Region,Shihezi eighth division,1,0,0,0
2020-01-27,中国,CN,Xinjiang Uygur Autonomous Region,Urumqi,5,0,0,0
2020-01-27,中国,CN,Xinjiang Uygur Autonomous Region,Turpan,1,0,0,0
2020-01-27,中国,CN,Taiwan,,5,0,0,0
2020-01-27,中国,CN,Hongkong,,8,0,0,0
2020-01-27,中国,CN,Macao,,7,0,0,0
2020-01-27,法国,FR,,,3,0,0,0
2020-01-27,日本,JP,,,4,0,1,0
2020-01-27,韩国,KR,,,4,0,0,0
2020-01-27,马来西亚,MY,,,4,0,0,0
2020-01-27,尼泊尔,NP,,,1,0,0,0
2020-01-27,巴基斯坦,PK,,,0,5,0,0
2020-01-27,新加坡,SG,,,4,1,0,0
2020-01-27,泰国,TH,,,8,0,2,0
2020-01-27,美国,US,,,5,0,0,0
2020-01-27,越南,VN,,,2,0,0,0
2020-01-28,澳大利亚,AU,,,5,0,0,0
2020-01-28,加拿大,CA,,,2,0,0,0
2020-01-28,中国,CN,,,5974,9239,103,132
2020-01-28,中国,CN,Beijing,,91,0,4,1
2020-01-28,中国,CN,Tianjin,,24,0,0,0
